,Datetime Event Began,Datetime of Restoration,Area Affected,State Affected,NERC Region,Alert Criteria,Event Type,Demand Loss (MW),Number of Customers Affected,State Avg Temp (F),State Avg Windspeed (mph),State Avg Precipitation (mm),State Daily Energy Demand (MWh)
181,2020-10-26 09:28:00,2020-10-26 12:20:00,Colorado:,Colorado,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,75.0,13000.0,,2.01321,12.571313941825476,258
182,2020-10-26 10:00:00,2020-10-26 10:15:00,Kentucky:,Kentucky,SERC,Damage or destruction of its Facility that results from actual or suspected intentional human action.,Vandalism,64.0,0.0,52.891999999999996,4.786965999999999,0.5827906976744186,34345
183,2020-10-28 21:37:00,2020-11-02 19:30:00,Alabama: Florida: Mississippi: Georgia:,Alabama,SERC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,253.0,35478.0,73.955,9.316030588235295,14.303459119496855,5442
184,2020-11-21 11:59:00,2020-11-21 12:59:00,Nevada: Clark County;,Nevada,WECC,"Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",Actual Physical Attack,21.0,577.0,31.67255319148936,4.22214875,0.09835164835164835,53
185,2020-12-03 09:01:00,2020-12-03 09:03:00,Colorado:,Colorado,WECC,"Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Transmission Interruption,89.0,0.0,,5.517686666666667,0.03611670020120724,308
186,2020-12-03 00:44:00,2020-12-05 11:03:00,California: San Diego County;,California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,93.0,73000.0,46.528661971830985,0.89476,0.005322128851540616,24779
187,2020-12-03 10:57:00,2020-12-04 15:02:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, San Diego County, Tulare County, Ventura County;",California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,132.0,51686.0,46.528661971830985,0.89476,0.005322128851540616,24779
188,2020-12-07 18:10:00,2020-12-08 21:09:00,"California: Kern County, Los Angeles County, Orange County, Riverside County, San Bernardino County, Ventura County, Tulare County;",California,WECC,"Loss of electric service to more than 50,000 customers for 1 hour or more.",Severe Weather,286.0,76234.0,48.95965034965035,2.01321,0.016573033707865167,21851
189,2020-12-13 06:47:00,2020-12-13 07:36:00,California:,California,WECC,"Uncontrolled loss of 200 Megawatts or more of firm system loads for 15 minutes or more from a single incident for entities with previous year's peak demand less than or equal to 3,000 Megawatts.",System Operations,298.0,159239.0,42.803870967741936,,5.012653562653563,23505
190,2020-12-17 08:07:00,2020-12-17 08:32:00,California:,California,WECC,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Severe Weather,35.0,17000.0,42.34538461538462,,11.651421800947867,24811
